13,0,-2.0566841081066642
24,1,-2.894703921064484
24,2,-2.894703921064484
24,3,-2.894703921064484
24,4,-2.894703921064484
24,5,-2.894703921064484
24,6,-2.894703921064484
24,7,-2.894703921064484
92,8,-3.1173572765187556
92,9,-3.1173572765187556
92,10,-3.1173572765187556
92,11,-3.1173572765187556
92,12,-3.1173572765187556
92,13,-3.1173572765187556
92,14,-3.1173572765187556
92,15,-3.1173572765187556
92,16,-3.1173572765187556
92,17,-3.1173572765187556
92,18,-3.1173572765187556
92,19,-3.1173572765187556
92,20,-3.1173572765187556
92,21,-3.1173572765187556
92,22,-3.1173572765187556
92,23,-3.1173572765187556
254,24,-3.4862669240716286
254,25,-3.4862669240716286
274,26,-4.461922216814892
274,27,-4.461922216814892
274,28,-4.461922216814892
274,29,-4.461922216814892
274,30,-4.461922216814892
274,31,-4.461922216814892
274,32,-4.461922216814892
274,33,-4.461922216814892
274,34,-4.461922216814892
274,35,-4.461922216814892
274,36,-4.461922216814892
274,37,-4.461922216814892
274,38,-4.461922216814892
274,39,-4.461922216814892
274,40,-4.461922216814892
274,41,-4.461922216814892
274,42,-4.461922216814892
274,43,-4.461922216814892
274,44,-4.461922216814892
274,45,-4.461922216814892
274,46,-4.461922216814892
274,47,-4.461922216814892
274,48,-4.461922216814892
274,49,-4.461922216814892
274,50,-4.461922216814892
274,51,-4.461922216814892
274,52,-4.461922216814892
274,53,-4.461922216814892
274,54,-4.461922216814892
274,55,-4.461922216814892
274,56,-4.461922216814892
274,57,-4.461922216814892
274,58,-4.461922216814892
274,59,-4.461922216814892
274,60,-4.461922216814892
274,61,-4.461922216814892
274,62,-4.461922216814892
274,63,-4.461922216814892
274,64,-4.461922216814892
274,65,-4.461922216814892
274,66,-4.461922216814892
274,67,-4.461922216814892
274,68,-4.461922216814892
274,69,-4.461922216814892
274,70,-4.461922216814892
274,71,-4.461922216814892
274,72,-4.461922216814892
274,73,-4.461922216814892
274,74,-4.461922216814892
274,75,-4.461922216814892
274,76,-4.461922216814892
274,77,-4.461922216814892
274,78,-4.461922216814892
274,79,-4.461922216814892
274,80,-4.461922216814892
274,81,-4.461922216814892
274,82,-4.461922216814892
274,83,-4.461922216814892
274,84,-4.461922216814892
274,85,-4.461922216814892
274,86,-4.461922216814892
274,87,-4.461922216814892
274,88,-4.461922216814892
274,89,-4.461922216814892
274,90,-4.461922216814892
274,91,-4.461922216814892
274,92,-4.461922216814892
274,93,-4.461922216814892
274,94,-4.461922216814892
274,95,-4.461922216814892
274,96,-4.461922216814892
274,97,-4.461922216814892
