0,-5.1931892307173495
1,-5.1931892307173495
2,-5.1931892307173495
3,-5.1931892307173495
4,-5.1931892307173495
5,-5.1931892307173495
6,-5.1931892307173495
7,-5.1931892307173495
8,-5.1931892307173495
9,-5.1931892307173495
10,-5.1931892307173495
11,-5.1931892307173495
12,-5.1931892307173495
13,-5.1931892307173495
14,-5.1931892307173495
15,-5.1931892307173495
16,-5.1931892307173495
17,-5.1931892307173495
18,-9.030938267999428
19,-9.030938267999428
20,-9.030938267999428
21,-9.030938267999428
22,-9.030938267999428
23,-9.030938267999428
24,-9.030938267999428
25,-9.030938267999428
26,-9.030938267999428
27,-9.030938267999428
28,-9.030938267999428
29,-9.030938267999428
30,-9.030938267999428
31,-9.030938267999428
32,-9.030938267999428
33,-9.030938267999428
34,-9.030938267999428
35,-9.030938267999428
36,-9.030938267999428
37,-9.030938267999428
38,-9.030938267999428
39,-9.030938267999428
40,-9.030938267999428
41,-9.030938267999428
42,-9.030938267999428
43,-9.030938267999428
44,-9.030938267999428
45,-9.030938267999428
46,-9.030938267999428
47,-9.030938267999428
48,-9.030938267999428
49,-9.030938267999428
50,-9.030938267999428
51,-9.030938267999428
52,-9.030938267999428
53,-9.030938267999428
54,-9.030938267999428
55,-9.030938267999428
56,-9.030938267999428
57,-9.030938267999428
58,-9.030938267999428
59,-9.030938267999428
60,-9.030938267999428
61,-9.030938267999428
62,-9.030938267999428
63,-9.030938267999428
64,-9.030938267999428
65,-9.030938267999428
66,-9.030938267999428
67,-9.030938267999428
68,-9.030938267999428
69,-9.030938267999428
70,-9.030938267999428
71,-9.030938267999428
72,-9.030938267999428
73,-9.030938267999428
74,-9.030938267999428
75,-9.030938267999428
76,-9.030938267999428
77,-9.030938267999428
78,-9.030938267999428
79,-9.030938267999428
80,-9.030938267999428
81,-9.030938267999428
82,-9.030938267999428
83,-9.030938267999428
84,-9.030938267999428
85,-9.030938267999428
86,-9.030938267999428
87,-9.030938267999428
88,-9.030938267999428
89,-9.030938267999428
90,-9.030938267999428
91,-9.030938267999428
92,-9.030938267999428
93,-9.030938267999428
94,-9.030938267999428
95,-9.030938267999428
96,-9.030938267999428
97,-9.030938267999428
98,-9.030938267999428
99,-9.030938267999428
